### Possibly profitable unbalances ###
{'profit_coin': 'BTC', 'trair': ['ACAT/BTC', 'ACAT/ETH', 'ETH/BTC'], 'Unbalance factor': 1.0030078701514036, 'Volume': 5e-11, 'Volumes': [2.5e-17, 6.849315068493151e-06, 7.321957452105247e-10], 'Sequence': 'inverse', 'Time Stamp': '18-07-17-23-47'}
{'profit_coin': 'ETH', 'trair': ['DRGN/ETH', 'DRGN/NEO', 'NEO/ETH'], 'Unbalance factor': 1.0034598501275356, 'Volume': 0.0007744, 'Volumes': [5.9868864e-07, 0.08007444938475855, 0.009720778666505992], 'Sequence': 'inverse', 'Time Stamp': '18-07-17-23-50'}
{'profit_coin': 'BTC', 'trair': ['ETH/BTC', 'GAT/ETH', 'GAT/BTC'], 'Unbalance factor': 1.0033688850505733, 'Volume': 6.1e-11, 'Volumes': [8.929983076950103e-10, 6.853932584269663e-06, 3.721e-17], 'Sequence': 'straight', 'Time Stamp': '18-07-17-23-50'}
{'profit_coin': 'BTC', 'trair': ['CAPP/BTC', 'CAPP/ETH', 'ETH/BTC'], 'Unbalance factor': 1.0039925149784963, 'Volume': 2e-08, 'Volumes': [3.98e-14, 0.0006896551724137932, 2.926209340138331e-07], 'Sequence': 'inverse', 'Time Stamp': '18-07-17-23-55'}
{'profit_coin': 'BTC', 'trair': ['DRGN/BTC', 'DRGN/KCS', 'KCS/BTC'], 'Unbalance factor': 1.0040717177559282, 'Volume': 9.68764e-07, 'Volumes': [0.018676768845189897, 1.1625167999999999e-07, 4.2045326364e-10], 'Sequence': 'straight', 'Time Stamp': '18-07-17-23-56'}
{'profit_coin': 'BTC', 'trair': ['BTC/USDT', 'KCS/USDT', 'KCS/BTC'], 'Unbalance factor': 1.0039056787493432, 'Volume': 0.0005005896000000001, 'Volumes': [0.0005005896000000001, 0.0001568489684757103, 2.1813191820000002e-07], 'Sequence': 'straight', 'Time Stamp': '18-07-18-00-02'}
{'profit_coin': 'BTC', 'trair': ['BTC/USDT', 'XRB/USDT', 'XRB/BTC'], 'Unbalance factor': 1.003067233795723, 'Volume': 0.01198630726683, 'Volumes': [0.01198630726683, 0.00420532935060447, 4.660635854561509e-06], 'Sequence': 'straight', 'Time Stamp': '18-07-18-00-02'}
{'profit_coin': 'BTC', 'trair': ['BTC/USDT', 'XRB/USDT', 'XRB/BTC'], 'Unbalance factor': 1.0036860909964194, 'Volume': 0.03362381773198, 'Volumes': [0.03362381773198, 0.011796729755040406, 1.306016328345567e-05], 'Sequence': 'straight', 'Time Stamp': '18-07-18-00-09'}
{'profit_coin': 'BTC', 'trair': ['CAPP/BTC', 'CAPP/ETH', 'ETH/BTC'], 'Unbalance factor': 1.0059265534615214, 'Volume': 1.4058e-06, 'Volumes': [2.783484e-12, 0.0488125, 2.0569186165181187e-05], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-09'}
{'profit_coin': 'BTC', 'trair': ['ETH/BTC', 'IOTX/ETH', 'IOTX/BTC'], 'Unbalance factor': 1.0035375054739015, 'Volume': 2.158455e-05, 'Volumes': [0.000316027056638178, 0.37934182776801406, 8.4179745e-11], 'Sequence': 'straight', 'Time Stamp': '18-07-18-00-12'}
